Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
1334,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,30-304,1990,9.2,6,0.65,5,0,0,1,0,0,3,0.32,2,0,0,1,0,0,0,Matches
1335,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,24-250,1996,2.7,7,2.56,5,0,1,1,0,0,1,0.37,1,0,0,0,0,0,0,Matches
1336,Rafael Leão\Rafael-Leao,pt POR,FWMF,Milan,it Serie A,21-252,1999,13.3,33,2.47,21,0,7,1,4,0,6,0.45,5,0,1,0,0,0,0,Matches
1337,Jean-Louis Leca\Jean-Louis-Leca,fr FRA,GK,Lens,fr Ligue 1,35-149,1985,24.9,4,0.16,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1338,Mathew Leckie\Mathew-Leckie,au AUS,FWDF,Hertha BSC,de Bundesliga,30-013,1991,2.3,7,3.00,6,0,0,0,1,0,1,0.43,1,0,0,0,0,0,0,Matches
1339,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,fr Ligue 1,29-297,1991,15.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1340,Jeremías Ledesma\Jeremias-Ledesma,ar ARG,GK,Cádiz,es La Liga,28-004,1993,20.0,2,0.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1341,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,27-268,1993,15.7,29,1.85,20,1,2,2,1,3,2,0.13,2,0,0,0,0,0,0,Matches
1342,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,34-039,1987,12.3,16,1.30,14,1,0,0,0,1,1,0.08,1,0,0,0,0,0,0,Matches
1343,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Alavés,es La Liga,29-273,1991,19.5,9,0.46,7,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1344,Iñigo Lekue\Inigo-Lekue,es ESP,DFFW,Athletic Club,es La Liga,27-289,1993,1.1,6,5.63,4,1,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1345,Thomas Lemar\Thomas-Lemar,fr FRA,MFFW,Atlético Madrid,es La Liga,25-097,1995,9.9,24,2.43,12,10,1,0,1,0,6,0.61,3,2,0,0,1,0,0,Matches
1346,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,eng Premier League,27-169,1993,8.6,12,1.39,8,0,4,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1347,Fabien Lemoine\Fabien-Lemoine,fr FRA,MF,Lorient,fr Ligue 1,33-338,1987,11.5,11,0.95,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
1348,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,25-245,1995,14.9,11,0.74,10,0,0,0,0,1,3,0.20,3,0,0,0,0,0,0,Matches
1349,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,28-350,1992,22.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1350,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,26-148,1994,17.5,32,1.82,28,1,1,1,0,1,5,0.28,4,0,0,0,0,1,0,Matches
1351,Lautado de León\Lautado-de-Leon,uy URU,MFFW,Celta Vigo,es La Liga,20-008,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1352,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,34-085,1986,5.5,7,1.28,3,3,0,0,1,0,1,0.18,0,1,0,0,0,0,0,Matches
1353,Sergio León\Sergio-Leon,es ESP,FW,Levante,es La Liga,32-042,1989,6.0,14,2.32,7,0,5,0,1,1,2,0.33,2,0,0,0,0,0,0,Matches
1354,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,27-220,1993,12.9,18,1.40,17,0,0,0,1,0,3,0.23,3,0,0,0,0,0,0,Matches
1355,Mehdi Léris\Mehdi-Leris,fr FRA,MFDF,Sampdoria,it Serie A,22-270,1998,2.1,6,2.80,4,1,0,0,0,1,1,0.47,1,0,0,0,0,0,0,Matches
1356,Gaetano Letizia\Gaetano-Letizia,it ITA,DF,Benevento,it Serie A,30-233,1990,13.6,25,1.84,18,3,1,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
1357,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,32-180,1988,18.7,53,2.84,39,1,3,6,4,0,12,0.64,9,0,1,0,2,0,0,Matches
1358,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,23-023,1998,18.3,28,1.53,23,3,1,0,1,0,2,0.11,2,0,0,0,0,0,0,Matches
1359,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Metz,fr Ligue 1,23-094,1997,6.4,10,1.57,7,0,2,0,1,0,1,0.16,0,0,1,0,0,0,0,Matches
1360,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,33-004,1988,10.2,36,3.54,15,18,0,0,2,1,3,0.30,1,2,0,0,0,0,0,Matches
1361,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,24-221,1996,21.0,8,0.38,6,1,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1362,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,Juventus,it Serie A,21-189,1999,10.2,8,0.79,7,0,0,1,0,0,2,0.20,2,0,0,0,0,0,0,Matches
1363,Isaac Lihadji\Isaac-Lihadji,fr FRA,MF,Lille,fr Ligue 1,18-313,2002,2.1,11,5.18,8,2,0,0,0,1,2,0.94,2,0,0,0,0,0,0,Matches
1364,Dimitris Limnios\Dimitris-Limnios,gr GRE,MFFW,Köln,de Bundesliga,22-266,1998,3.8,5,1.32,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1365,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,26-215,1994,17.7,7,0.39,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
1366,Karol Linetty\Karol-Linetty,pl POL,MF,Torino,it Serie A,26-015,1995,18.3,35,1.91,27,1,4,1,1,1,1,0.05,0,0,0,1,0,0,0,Matches
1367,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,West Ham,eng Premier League,28-064,1992,2.9,12,4.15,7,0,1,1,3,0,1,0.35,0,0,0,0,1,0,0,Matches
1368,Pol Lirola\Pol-Lirola,es ESP,DFFW,Fiorentina,it Serie A,23-188,1997,5.5,10,1.81,8,1,1,0,0,0,1,0.18,1,0,0,0,0,0,0,Matches
1369,Pol Lirola\Pol-Lirola,es ESP,DF,Marseille,fr Ligue 1,23-188,1997,4.3,8,1.87,5,0,1,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
1370,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,eng Premier League,31-095,1989,13.6,8,0.59,7,0,0,1,0,0,1,0.07,1,0,0,0,0,0,0,Matches
1371,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,eng Premier League,27-185,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1372,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,27-185,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1373,Fernando Llorente\Fernando-Llorente,es ESP,FW,Udinese,it Serie A,35-357,1985,1.9,5,2.69,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1374,Fernando Llorente\Fernando-Llorente,es ESP,FWMF,Napoli,it Serie A,35-357,1985,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1375,Marcos Llorente\Marcos-Llorente,es ESP,MFDF,Atlético Madrid,es La Liga,26-018,1995,17.1,32,1.87,23,1,1,2,3,2,9,0.53,7,0,0,0,1,1,0,Matches
1376,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,34-053,1986,23.0,1,0.04,1,0,0,0,0,0,1,0.04,1,0,0,0,0,0,0,Matches
1377,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,eng Premier League,24-314,1996,4.9,17,3.49,10,3,0,1,3,0,3,0.62,3,0,0,0,0,0,0,Matches
1378,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Napoli,it Serie A,26-084,1994,1.5,1,0.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1379,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,23-040,1998,19.7,50,2.54,41,3,1,2,3,0,6,0.30,4,1,0,0,1,0,0,Matches
1380,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,22-315,1998,7.1,6,0.85,3,1,1,0,0,1,1,0.14,1,0,0,0,0,0,0,Matches
1381,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,25-025,1996,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1382,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FWMF,Fulham,eng Premier League,25-025,1996,13.5,30,2.22,17,0,3,3,5,2,0,0.00,0,0,0,0,0,0,0,Matches
1383,Niklas Lomb\Niklas-Lomb,de GER,GK,Leverkusen,de Bundesliga,27-204,1993,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1384,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,30-183,1990,6.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1385,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,eng Premier League,34-026,1987,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1386,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20-333,2000,4.2,2,0.48,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1387,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23-110,1997,9.2,10,1.09,4,3,1,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
1388,Ademola Lookman\Ademola-Lookman,eng ENG,FW,Fulham,eng Premier League,23-120,1997,18.4,73,3.97,54,8,2,5,3,1,9,0.49,6,1,2,0,0,0,0,Matches
1389,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,30-139,1990,25.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1390,Rony Lopes\Rony-Lopes,pt POR,FWMF,Nice,fr Ligue 1,25-051,1995,13.2,41,3.11,20,12,5,2,0,2,3,0.23,1,0,1,0,0,1,0,Matches
1391,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Huesca,es La Liga,37-108,1983,7.2,5,0.69,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,0,Matches
1392,Adrián López\Adrian-Lopez,es ESP,FW,Osasuna,es La Liga,33-040,1988,3.9,9,2.29,6,0,1,1,1,0,2,0.51,2,0,0,0,0,0,0,Matches
1393,Javi López\Javi-Lopez,es ESP,DFMF,Alavés,es La Liga,19-047,2002,2.1,2,0.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1394,Maxime Lopez\Maxime-Lopez,fr FRA,FWMF,Marseille,fr Ligue 1,23-075,1997,1.5,4,2.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1395,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Sassuolo,it Serie A,23-075,1997,10.0,23,2.30,16,3,3,0,0,1,4,0.40,1,1,2,0,0,0,0,Matches
1396,Pau López\Pau-Lopez,es ESP,GK,Roma,it Serie A,26-066,1994,11.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1397,Roberto López\Roberto-Lopez,es ESP,MF,Real Sociedad,es La Liga,20-299,2000,4.5,11,2.42,5,3,0,3,0,0,1,0.22,0,1,0,0,0,0,0,Matches
1398,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,25-110,1995,8.4,25,2.96,15,7,1,1,1,0,1,0.12,1,0,0,0,0,0,0,Matches
1399,Jordan Lotomba\Jordan-Lotomba,ch SUI,DF,Nice,fr Ligue 1,22-141,1998,17.4,25,1.44,23,0,0,0,1,1,5,0.29,3,0,0,0,1,1,0,Matches
1400,Imran Louza\Imran-Louza,fr FRA,MF,Nantes,fr Ligue 1,21-292,1999,16.2,32,1.97,21,9,0,0,1,1,1,0.06,0,1,0,0,0,0,0,Matches
1401,Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,it Serie A,21-003,2000,11.6,8,0.69,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1402,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23-282,1997,6.1,7,1.15,4,1,1,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1403,Eduard Löwen\Eduard-Lowen,de GER,MFDF,Hertha BSC,de Bundesliga,24-020,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1404,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,31-253,1989,19.0,22,1.16,19,0,1,0,0,2,1,0.05,1,0,0,0,0,0,0,Matches
1405,Anthony Lozano\Anthony-Lozano,hn HON,FW,Cádiz,es La Liga,27-298,1993,11.5,18,1.57,7,0,2,3,5,1,4,0.35,2,0,1,1,0,0,0,Matches
1406,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,25-202,1995,17.3,64,3.70,39,0,6,3,11,5,8,0.46,4,0,1,1,2,0,0,Matches
1407,Jan Luca Schuler\Jan-Luca-Schuler,de GER,FW,Schalke 04,de Bundesliga,21-332,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1408,Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,22-240,1998,1.9,6,3.14,3,0,3,0,0,0,1,0.52,1,0,0,0,0,0,0,Matches
1409,Jean Lucas\Jean-Lucas,br BRA,MF,Brest,fr Ligue 1,22-240,1998,3.5,6,1.73,4,0,0,1,1,0,1,0.29,1,0,0,0,0,0,0,Matches
1410,Anderson Lucoqui\Anderson-Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23-226,1997,9.1,6,0.66,5,0,0,1,0,0,1,0.11,1,0,0,0,0,0,0,Matches
1411,Jeison Lucumí\Jeison-Lucumi,co COL,FW,Elche,es La Liga,25-315,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1412,Kilian Ludewig\Kilian-Ludewig,de GER,DF,Schalke 04,de Bundesliga,20-349,2000,5.8,9,1.56,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1413,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,25-268,1995,19.5,35,1.80,32,1,1,1,0,0,8,0.41,7,0,1,0,0,0,0,Matches
1414,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,33-209,1987,15.8,41,2.60,30,5,4,0,2,0,8,0.51,5,0,3,0,0,0,0,Matches
1415,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,31-043,1990,16.4,11,0.67,11,0,0,0,0,0,2,0.12,2,0,0,0,0,0,0,Matches
1416,Florentino Luís\Florentino-Luis,pt POR,MF,Monaco,fr Ligue 1,21-182,1999,2.4,4,1.65,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1417,Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,35-288,1985,2.0,2,1.01,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1418,Luismi\Luismi,es ESP,MFDF,Elche,es La Liga,28-288,1992,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1419,David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,33-301,1987,10.8,6,0.55,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1420,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,22-284,1998,19.4,32,1.65,29,2,0,1,0,0,4,0.21,4,0,0,0,0,0,0,Matches
1421,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,27-280,1993,17.7,59,3.34,44,0,7,7,1,0,12,0.68,9,0,2,1,0,0,0,Matches
1422,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,23-146,1997,16.3,33,2.02,27,1,4,1,0,0,4,0.25,4,0,0,0,0,0,0,Matches
1423,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,24-188,1996,15.6,40,2.57,30,2,2,1,4,1,3,0.19,1,0,0,0,1,1,0,Matches
1424,Senad Lulić\Senad-Lulic,ba BIH,DF,Lazio,it Serie A,35-030,1986,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1425,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,26-365,1994,15.5,32,2.06,26,4,1,0,0,1,3,0.19,2,1,0,0,0,0,0,Matches
1426,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Crotone,it Serie A,24-164,1996,13.7,8,0.58,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
1427,Andreas Luthe\Andreas-Luthe,de GER,GK,Union Berlin,de Bundesliga,33-344,1987,19.8,2,0.10,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1428,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,24-016,1997,16.3,8,0.49,8,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
1429,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,27-118,1993,16.9,11,0.65,8,3,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
1430,Yann M'Vila\Yann-MVila,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,30-233,1990,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1431,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,eng Premier League,22-055,1998,7.0,17,2.41,16,0,0,1,0,0,2,0.28,2,0,0,0,0,0,0,Matches
1432,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,es La Liga,28-010,1993,15.3,38,2.49,17,4,4,7,5,1,8,0.52,3,1,1,1,1,1,0,Matches
1433,Tim Maciejewski\Tim-Maciejewski,de GER,MF,Union Berlin,de Bundesliga,19-349,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1434,Yvann Macon\Yvann-Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22-139,1998,6.0,5,0.83,3,1,0,0,0,1,2,0.33,1,1,0,0,0,0,0,Matches
1435,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,eng Premier League,24-086,1996,17.4,79,4.54,41,20,4,3,7,4,11,0.63,7,1,0,0,2,1,0,Matches
1436,Pablo Maffeo\Pablo-Maffeo,es ESP,DF,Huesca,es La Liga,23-220,1997,12.5,15,1.20,12,1,2,0,0,0,2,0.16,2,0,0,0,0,0,0,Matches
1437,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Crotone,it Serie A,27-143,1993,13.6,10,0.74,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1438,Christian Maggio\Christian-Maggio,it ITA,DF,Benevento,it Serie A,39-006,1982,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1439,Giulio Maggiore\Giulio-Maggiore,it ITA,MF,Spezia,it Serie A,22-342,1998,12.0,19,1.58,15,0,1,1,0,2,1,0.08,1,0,0,0,0,0,0,Matches
1440,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,36-097,1984,2.9,2,0.69,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1441,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Hellas Verona,it Serie A,25-136,1995,8.9,3,0.34,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1442,Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,22-263,1998,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1443,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27-349,1993,24.0,19,0.79,15,0,1,1,1,1,5,0.21,3,0,0,1,0,1,0,Matches
1444,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,20-289,2000,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1445,Hicham Mahou\Hicham-Mahou,fr FRA,DF,Nice,fr Ligue 1,21-230,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1446,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,29-362,1991,12.4,48,3.86,37,5,1,3,1,1,4,0.32,2,1,1,0,0,0,0,Matches
1447,Arne Maier\Arne-Maier,de GER,MF,Arminia,de Bundesliga,22-040,1999,1.2,2,1.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1448,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,22-040,1999,0.3,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1449,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,25-047,1996,19.3,50,2.60,41,0,4,2,1,2,8,0.42,5,0,2,1,0,0,0,Matches
1450,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,25-081,1995,25.0,3,0.12,1,2,0,0,0,0,1,0.04,1,0,0,0,0,0,0,Matches
1451,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,23-172,1997,5.4,11,2.02,7,1,2,0,1,0,1,0.18,0,0,0,0,1,0,0,Matches
1452,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,23-172,1997,2.0,4,2.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1453,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22-052,1998,8.9,15,1.68,12,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1454,Josh Maja\Josh-Maja,ng NGA,FW,Fulham,eng Premier League,22-052,1998,0.9,2,2.14,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1455,Radosław Majecki\Radoslaw-Majecki,pl POL,GK,Monaco,fr Ligue 1,21-093,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1456,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,29-151,1991,5.3,5,0.94,1,0,0,1,3,0,0,0.00,0,0,0,0,0,0,0,Matches
1457,Marco Majouga\Marco-Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19-284,2001,1.2,5,4.29,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1458,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Udinese,it Serie A,22-250,1998,1.2,1,0.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1459,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,26-022,1995,17.8,22,1.23,17,0,1,1,1,2,1,0.06,0,0,0,1,0,0,0,Matches
1460,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,29-084,1991,8.6,7,0.82,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1461,Adilson Malanda\Adilson-Malanda,fr FRA,MF,Nîmes,fr Ligue 1,19-111,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1462,Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,es La Liga,28-091,1992,5.1,5,0.98,3,0,1,0,0,1,2,0.39,1,0,1,0,0,0,0,Matches
1463,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Fiorentina,it Serie A,29-201,1991,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1464,Kévin Malcuit\Kevin-Malcuit,ma MAR,MFFW,Napoli,it Serie A,29-201,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1465,Daniel Maldini\Daniel-Maldini,it ITA,FWMF,Milan,it Serie A,19-129,2001,0.3,3,9.31,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1466,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,27-289,1993,10.4,60,5.76,39,11,4,1,4,1,5,0.48,4,1,0,0,0,0,0,Matches
1467,Yunus Mallı\Yunus-Malli,tr TUR,MF,Wolfsburg,de Bundesliga,28-359,1992,0.6,2,3.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1468,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,29-240,1991,20.0,26,1.30,22,0,1,2,1,0,1,0.05,1,0,0,0,0,0,0,Matches
1469,Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,es La Liga,25-128,1995,15.7,16,1.02,13,0,0,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
1470,Dennis Man\Dennis-Man,ro ROU,FWDF,Parma,it Serie A,22-175,1998,0.7,1,1.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1471,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,21-051,1999,5.0,4,0.80,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1472,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,31-222,1989,16.7,18,1.08,15,3,0,0,0,0,1,0.06,0,1,0,0,0,0,0,Matches
1473,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Roma,it Serie A,24-306,1996,17.7,14,0.79,10,0,0,2,0,2,1,0.06,1,0,0,0,0,0,0,Matches
1474,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35-326,1985,22.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1475,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,27-027,1994,11.8,20,1.69,20,0,0,0,0,0,2,0.17,2,0,0,0,0,0,0,Matches
